num,x,y,spp,dbh01,dbh04,hgt,sprout,sc,Crd1,Crd2,Crd3,Crd4,Crd5,Crd6,Crd7,Crd8,Crd9,crd
9,3.553023623,6.203156162,bp,2.41,2.737465021,2.8,9,0.0,48.09639321133746,0.0,13.628185822677796,9.421993452537022,7.271158883679961,6.945376974227816,13.563259539662468,11.307467557681024,6.347735340865921,116.58157078266946
67,3.659156888,11.25994876,lc,13.30535324,13.52817016,12.0,0,0.0,0.0,15.965874941091387,21.48212057005032,9.532799261099838,2.4894920786370434,12.55485957964896,2.165104364201433,13.914949453845288,15.118688053863796,93.22388830243807
78,3.715008555,14.24362009,lc,22.91831181,23.14112873,18.9,0,0.0,0.0,0.0,29.30279325271441,0.0,2.0387536819379863,15.716708794309081,8.208558070015705,10.105522910792727,9.552435374114479,74.92477208388439
8,3.826887738,6.304417469,bp,3.38,4.169859509,4.3,8,0.0,41.15677216529299,0.0,18.580959524624845,3.388343231496346,10.028274085651733,9.038295394021821,11.557961543626812,10.526140803885278,4.771806355164507,109.04855310376433
96,4.065420436,29.18706372,lc,22.91831181,23.65042454,17.0,0,0.0,48.08656936882653,14.38920264562268,0.0,4.261327255703174,10.087718781548867,6.9309237344441526,32.31883554353881,6.781482946082225,11.342058943044831,134.19811921881126
6,4.157341839,5.813532654,sorbus commixta,6.366197724,6.939155519,6.5,0,0.0,34.91998443046404,0.0,0.0,19.215907638764893,6.9266946660408655,6.60623776823336,17.257269928457575,7.92761376316459,11.139650629588337,103.99335882471365
95,4.233246224,28.7531837,lc,16.99774792,17.18873385,12.5,0,0.0,49.26478246738007,19.80487061226225,0.0,4.8215965915706525,9.48095297512009,18.569949793906638,16.345665182703062,9.062070112253481,9.255369263118151,136.6052569983144
2,4.322592118,0.772253938,lc,13.1461983,13.30535324,9.8,0,0.0,0.0,34.02053288289713,0.0,0.9568182277771157,17.051652262862543,10.341247260252521,0.0,16.041667226680016,5.456198796006088,83.86811665647541
115,4.492425171,29.836539,lc,8.97633879,8.97633879,2.1,0,0.0,29.485589074317804,25.238022841041165,0.0,7.8686371712850285,6.518326315769594,5.051339594301608,25.54952109329693,21.701960154731967,3.208252149463057,124.62164839420717
129,4.6753862,40.96560933,lc,8.75352187,8.75352187,7.3,0,0.0,0.0,0.0,0.0,17.44918636192644,11.418942672613055,14.892148968457109,3.6778040556682248,12.881498863654503,12.733486925686764,73.0530678480061
